ID,Rationale,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
18.8.22.1.10,Users may publish confidential or sensitive information to a public service outside of the control of the organization.,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the 'Publish to Web' task for files and folders,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoPublishingWizard,,,,0,1,=,Medium
18.8.22.1.11,Large enterprise managed environments may not want to have information collected by Microsoft from managed client computers.,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\Messenger\Client,CEIP,,,,0,2,=,Medium
18.8.22.1.12,Large enterprise managed environments may not want to have information collected by Microsoft from managed client computers,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\SQMClient\Windows,CEIPEnable,,,,1,0,=,Medium
18.8.22.1.13.1,"If a Windows Error occurs in a secure, enterprise managed environment, the error should be reported directly to IT staff for troubleshooting and remediation. There is no benefit to the corporation to report these errors directly to Microsoft, and there is some risk of unknowingly exposing sensitive data as part of the error.",Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1,Registry,,HKLM:\Software\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium
18.8.22.1.13.2,"If a Windows Error occurs in a secure, enterprise managed environment, the error should be reported directly to IT staff for troubleshooting and remediation. There is no benefit to the corporation to report these errors directly to Microsoft, and there is some risk of unknowingly exposing sensitive data as part of the error.",Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium
18.8.25.1.1,Having stronger device authentication with the use of certificates is strongly encouraged over standard username and password authentication. Having this set to Automatic will allow certificate based authentication to be used whenever possible.,Administrative Templates: System,Kerberos: Support device authentication using certificate (DevicePKInitBehavior),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters,DevicePKInitBehavior,,,,1,0,=,Medium
18.8.25.1.2,Having stronger device authentication with the use of certificates is strongly encouraged over standard username and password authentication. Having this set to Automatic will allow certificate based authentication to be used whenever possible.,Administrative Templates: System,Kerberos: Support device authentication using certificate (DevicePKInitEnabled),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters,DevicePKInitEnabled,,,,1,1,=,Medium
18.8.26.1,"Device memory sandboxing allows the OS to leverage the I/O Memory Management Unit (IOMMU) of a device to block unpermitted I/O, or memory access, by the peripheral",Administrative Templates: System,Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,2,0,=,Medium
18.8.27.1,This is a way to increase the security of the system account,Administrative Templates: System,Locale Services: Disallow copying of user input methods to the system account for sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Control Panel\International,BlockUserInputMethodsForSignIn,,,,0,1,=,Medium
18.8.28.1,"An attacker with access to the console (for example, someone with physical access or someone who is able to connect to the server through Remote Desktop Services) could view the name of the last user who logged on to the server. The attacker could then try to guess the password, use a dictionary, or use a brute-force attack to try and log on.",Administrative Templates: System,Logon: Block user from showing account details on sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,,,,0,1,=,Medium
18.8.28.2,An unauthorized user could disconnect the PC from the network or can connect the PC to other available networks without signing into Windows,Administrative Templates: System,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium
18.8.28.3,"A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods",Administrative Templates: System,Logon: Do not enumerate connected users on domain-joined computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,,,,0,1,=,Medium
18.8.28.4,"A malicious user could use this feature to gather account names of other users, that information could then be used in conjunction with other types of attacks such as guessing passwords or social engineering. The value of this countermeasure is small because a user with domain credentials could gather the same account information using other methods",Administrative Templates: System,Logon: Enumerate local users on domain-joined computers (Member),Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,EnumerateLocalUsers,,,,0,0,=,Medium
18.8.28.5,App notifications might display sensitive business or personal data,Administrative Templates: System,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium
18.8.28.6,"Picture passwords bypass the requirement for a typed complex password. In a shared work environment, a simple shoulder surf where someone observed the on-screen gestures would allow that person to gain access to the system without the need to know the complex password. Vertical monitor screens with an image are much more visible at a distance than horizontal key strokes, increasing the likelihood of a successful observation of the mouse gestures.",Administrative Templates: System,Logon: Turn off picture password sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium
18.8.28.7,"A PIN is created from a much smaller selection of characters than a password, so in most cases a PIN will be much less robust than a password.",Administrative Templates: System,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,1,0,=,Medium
18.8.31.1,"Due to privacy concerns, clipboard data should stay local to the system and not synced across devices",Administrative Templates: System,OS Policies: Allow Clipboard synchronization across devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowCrossDeviceClipboard,,,,1,0,=,Medium
18.8.31.2,"Due to privacy concerns, data should never be sent to any 3rd party since this data could contain sensitive information.",Administrative Templates: System,OS Policies: Allow upload of User Activities,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,UploadUserActivities,,,,1,0,=,Medium
18.8.34.6.1,"Disabling this setting ensures that the computer will not be accessible to attackers over a WLAN network while left unattended, on battery and in a sleep state",Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,DCSettingIndex,,,,1,0,=,Medium
18.8.34.6.2,"Disabling this setting ensures that the computer will not be accessible to attackers over a WLAN network while left unattended, plugged in and in a sleep state",Administrative Templates: System,Sleep Settings: Allow network connectivity during connected-standby (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,ACSettingIndex,,,,1,0,=,Medium
18.8.34.6.3,Enabling this setting ensures that anyone who wakes an unattended computer from sleep state will have to provide logon credentials before they can access the system.,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium
18.8.34.6.4,Enabling this setting ensures that anyone who wakes an unattended computer from sleep state will have to provide logon credentials before they can access the system.,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium
18.8.36.1,A user might be tricked and accept an unsolicited Remote Assistance offer from a malicious user.,Administrative Templates: System,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,Medium
